,ResNet18,ResNet34,ResNet50,ResNet101,ResNet152,ResNeXt50,ResNeXt101,Wide_ResNet50,Wide_ResNet101,DenseNet121,DenseNet161,DenseNet169,DenseNet201,VGG11,VGG13,VGG16,VGG19
1,0.5249234196602618,0.5499860763018658,0.5636313004734057,0.5800612642717906,0.5469228627123364,0.49150654413812306,0.6170983013088276,0.5739348370927319,0.5953773322194374,0.580896686159844,0.5925925925925926,0.5388471177944862,0.5853522695627958,0.5636313004734057,0.543859649122807,0.5742133110554163,0.5733778891673629
2,0.6084656084656085,0.6051239209133946,0.6221108326371484,0.6285157337788917,0.6265664160401002,0.6193260930103035,0.6271233639654692,0.621275410749095,0.6040100250626567,0.6062378167641326,0.5898078529657477,0.621275410749095,0.6246170983013088,0.6031746031746031,0.6045669729880256,0.5989974937343359,0.5953773322194374
3,0.6045669729880256,0.6123642439431913,0.6140350877192983,0.6079086605402395,0.6368699526594264,0.644667223614592,0.6435533277638541,0.6402116402116402,0.5875800612642718,0.6151489835700362,0.6287942077415761,0.596212754107491,0.6418824839877472,0.6012252854358118,0.6079086605402395,0.6037315510999721,0.6182121971595655
4,0.6262879420774158,0.6449456975772765,0.6209969367864104,0.647451963241437,0.6499582289055973,0.6293511556669451,0.6441102756892231,0.6460595934280144,0.6521860206070732,0.6351991088833194,0.6351991088833194,0.6407685881370092,0.6466165413533834,0.6221108326371484,0.6157059314954052,0.6371484266221108,0.6257309941520468
5,0.6290726817042607,0.646338067390699,0.6318574213311056,0.6538568643831801,0.6438318017265385,0.6624895572263994,0.6694514062935115,0.6268448900027848,0.6204399888610415,0.632692843219159,0.6580339738234475,0.6379838485101643,0.6485658590921749,0.621832358674464,0.6243386243386243,0.6488443330548593,0.5984405458089669
6,0.6282372598162071,0.6349206349206349,0.6346421609579505,0.6482873851294904,0.6516290726817042,0.6455026455026455,0.6669451406293512,0.6530214424951267,0.6335282651072125,0.6223893065998329,0.6563631300473406,0.6597048175995545,0.6532999164578112,0.6129211918685603,0.6151489835700362,0.6338067390698969,0.6477304372041214
7,0.6485658590921749,0.6418824839877472,0.6363130047340574,0.6716791979949874,0.6686159844054581,0.6675020885547202,0.644667223614592,0.6516290726817042,0.671957671957672,0.6471734892787524,0.6549707602339181,0.6418824839877472,0.6602617655249234,0.6299081035923141,0.6129211918685603,0.6279587858535227,0.6432748538011696
8,0.6602617655249234,0.6502367028682818,0.6700083542188805,0.6772486772486772,0.6624895572263994,0.6349206349206349,0.6482873851294904,0.645224171539961,0.6764132553606238,0.6608187134502924,0.6847674742411585,0.657198551935394,0.6513505987190198,0.6418824839877472,0.6597048175995545,0.6627680311890838,0.645224171539961
9,0.6491228070175439,0.6850459482038429,0.6569200779727096,0.6691729323308271,0.6669451406293512,0.6705653021442495,0.6864383180172654,0.6736285157337789,0.670843776106934,0.6691729323308271,0.6886661097187413,0.6396546922862713,0.6764132553606238,0.6574770258980785,0.6624895572263994,0.6663881927039822,0.6677805625174046
10,0.6766917293233082,0.6652742968532442,0.6778056251740462,0.6830966304650515,0.6858813700918964,0.6778056251740462,0.6934001670843776,0.6789195210247841,0.6895015316067947,0.6271233639654692,0.6836535783904205,0.6850459482038429,0.6805903648008911,0.6488443330548593,0.6443887496519075,0.6683375104427736,0.670843776106934
11,0.6778056251740462,0.6655527708159287,0.6739069896964633,0.6819827346143136,0.6789195210247841,0.6775271512113618,0.6867167919799498,0.6744639376218323,0.6928432191590086,0.6558061821219716,0.6945140629351155,0.6800334168755221,0.683932052353105,0.6602617655249234,0.6663881927039822,0.6797549429128377,0.6669451406293512
12,0.6694514062935115,0.6908939014202172,0.6694514062935115,0.6847674742411585,0.6856028961292119,0.6844890002784739,0.6956279587858535,0.6875522138680034,0.708994708994709,0.6805903648008911,0.7006404901141743,0.6805903648008911,0.7034252297410192,0.6649958228905597,0.6789195210247841,0.6869952659426344,0.671400724032303
13,0.6811473127262601,0.6814257866889446,0.6945140629351155,0.6934001670843776,0.6864383180172654,0.6906154274575327,0.6936786410470621,0.6825396825396826,0.6936786410470621,0.6750208855472013,0.7017543859649122,0.6961849067112225,0.6917293233082706,0.6574770258980785,0.6783625730994152,0.6856028961292119,0.682818156502367
14,0.681704260651629,0.6950710108604845,0.6819827346143136,0.6942355889724311,0.6889445836814257,0.6995265942634363,0.7045391255917571,0.6925647451963242,0.70843776106934,0.6675020885547202,0.6989696463380674,0.681704260651629,0.707880813143971,0.6610971874129768,0.6856028961292119,0.6811473127262601,0.6739069896964633
15,0.6867167919799498,0.6886661097187413,0.6847674742411585,0.695906432748538,0.6950710108604845,0.6847674742411585,0.6956279587858535,0.6928432191590086,0.7064884433305486,0.6878306878306878,0.7045391255917571,0.6920077972709552,0.707323865218602,0.6755778334725703,0.6783625730994152,0.6847674742411585,0.6864383180172654
16,0.682818156502367,0.695906432748538,0.6764132553606238,0.6858813700918964,0.6906154274575327,0.6956279587858535,0.7098301308827625,0.7023113338902812,0.70843776106934,0.6911723753829017,0.7017543859649122,0.6945140629351155,0.7039821776663882,0.6739069896964633,0.6842105263157895,0.6811473127262601,0.6875522138680034
17,0.6892230576441103,0.6936786410470621,0.6928432191590086,0.6895015316067947,0.6972988025619604,0.6931216931216931,0.7050960735171261,0.6986911723753829,0.7050960735171261,0.6867167919799498,0.7037037037037037,0.7064884433305486,0.7006404901141743,0.671400724032303,0.6797549429128377,0.6830966304650515,0.6825396825396826
18,0.6889445836814257,0.7025898078529658,0.695349484823169,0.6875522138680034,0.6911723753829017,0.6934001670843776,0.7034252297410192,0.6978557504873294,0.7059314954051796,0.6956279587858535,0.7028682818156502,0.7006404901141743,0.7017543859649122,0.6803118908382066,0.682818156502367,0.6836535783904205,0.683375104427736
19,0.6889445836814257,0.6967418546365914,0.6978557504873294,0.6934001670843776,0.6992481203007519,0.6992481203007519,0.7064884433305486,0.6981342244500139,0.7045391255917571,0.6900584795321637,0.7048175995544417,0.6984126984126984,0.7009189640768588,0.6786410470620997,0.681704260651629,0.682261208576998,0.6836535783904205
20,0.6906154274575327,0.697020328599276,0.6906154274575327,0.695906432748538,0.6956279587858535,0.7011974380395433,0.7101086048454469,0.696463380673907,0.706766917293233,0.6967418546365914,0.7042606516290727,0.7014759120022278,0.7045391255917571,0.6772486772486772,0.6789195210247841,0.6797549429128377,0.6858813700918964
21,0.6881091617933723,0.6986911723753829,0.696463380673907,0.6895015316067947,0.695906432748538,0.696463380673907,0.7064884433305486,0.7006404901141743,0.7053745474798107,0.6972988025619604,0.7020328599275968,0.6992481203007519,0.7009189640768588,0.6847674742411585,0.682261208576998,0.6805903648008911,0.683932052353105
22,0.6895015316067947,0.697020328599276,0.6939571150097466,0.6947925368978001,0.695349484823169,0.6950710108604845,0.7039821776663882,0.6972988025619604,0.7039821776663882,0.697020328599276,0.7023113338902812,0.6984126984126984,0.7014759120022278,0.682261208576998,0.682818156502367,0.6797549429128377,0.682261208576998
23,0.6925647451963242,0.6947925368978001,0.6956279587858535,0.695906432748538,0.6942355889724311,0.6984126984126984,0.7095516569200779,0.6986911723753829,0.7050960735171261,0.6981342244500139,0.7025898078529658,0.7014759120022278,0.7028682818156502,0.6825396825396826,0.681704260651629,0.682818156502367,0.6836535783904205
24,0.6925647451963242,0.6978557504873294,0.6903369534948482,0.6906154274575327,0.6950710108604845,0.697020328599276,0.7098301308827625,0.7014759120022278,0.7031467557783347,0.696463380673907,0.7025898078529658,0.697577276524645,0.7028682818156502,0.6842105263157895,0.683375104427736,0.6800334168755221,0.6844890002784739
25,0.6934001670843776,0.6947925368978001,0.6939571150097466,0.695906432748538,0.6906154274575327,0.6945140629351155,0.7064884433305486,0.7048175995544417,0.7042606516290727,0.696463380673907,0.7045391255917571,0.7017543859649122,0.7017543859649122,0.6844890002784739,0.6847674742411585,0.683932052353105,0.6856028961292119
26,0.6931216931216931,0.6961849067112225,0.6936786410470621,0.6934001670843776,0.6939571150097466,0.6956279587858535,0.70843776106934,0.6992481203007519,0.7045391255917571,0.6972988025619604,0.7062099693678641,0.7020328599275968,0.7034252297410192,0.683375104427736,0.6844890002784739,0.6811473127262601,0.6847674742411585
27,0.6914508493455862,0.6989696463380674,0.6922862712336396,0.6914508493455862,0.6947925368978001,0.696463380673907,0.7087162350320245,0.6998050682261209,0.7070453912559176,0.6961849067112225,0.7039821776663882,0.7017543859649122,0.7028682818156502,0.682818156502367,0.682818156502367,0.6819827346143136,0.6858813700918964
28,0.6908939014202172,0.6981342244500139,0.6917293233082706,0.6911723753829017,0.6925647451963242,0.6945140629351155,0.7076023391812866,0.7017543859649122,0.7056530214424951,0.6945140629351155,0.706766917293233,0.7011974380395433,0.7014759120022278,0.682261208576998,0.6836535783904205,0.6819827346143136,0.6847674742411585
29,0.6920077972709552,0.6972988025619604,0.6939571150097466,0.6917293233082706,0.6950710108604845,0.6906154274575327,0.707323865218602,0.697020328599276,0.7050960735171261,0.6967418546365914,0.7023113338902812,0.7014759120022278,0.7006404901141743,0.681704260651629,0.6830966304650515,0.681704260651629,0.6842105263157895
30,0.6914508493455862,0.6989696463380674,0.6931216931216931,0.6920077972709552,0.6928432191590086,0.6934001670843776,0.7076023391812866,0.7028682818156502,0.7056530214424951,0.697577276524645,0.7045391255917571,0.6995265942634363,0.7031467557783347,0.682818156502367,0.6830966304650515,0.682261208576998,0.6850459482038429
